event_id,predicate_name,value,confidence,rationale
ME0247,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0247,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0247,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0247,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0247,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0247,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0247,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0248,has_policy_support,false,0.88,事件不是政策利好类型
ME0248,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0248,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0248,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0248,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0248,source_company_announcement,false,0.78,来源不是公司公告
ME0248,source_major_media,false,0.76,来源不是主流财经媒体
ME0248,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0248,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0248,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0248,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0248,management_response_vague,false,0.76,未发现明显模糊回复
ME0248,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0248,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0248,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0248,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0248,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0248,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0248,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0249,has_policy_support,false,0.88,事件不是政策利好类型
ME0249,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0249,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0249,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0249,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0249,source_company_announcement,false,0.78,来源不是公司公告
ME0249,source_major_media,false,0.76,来源不是主流财经媒体
ME0249,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0249,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0249,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0249,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0249,management_response_vague,false,0.76,未发现明显模糊回复
ME0249,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0249,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0249,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0249,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0249,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0249,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0249,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0250,has_policy_support,false,0.88,事件不是政策利好类型
ME0250,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0250,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0250,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0250,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0250,source_company_announcement,false,0.78,来源不是公司公告
ME0250,source_major_media,false,0.76,来源不是主流财经媒体
ME0250,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0250,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0250,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0250,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0250,management_response_vague,false,0.76,未发现明显模糊回复
ME0250,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0250,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0250,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0250,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0250,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0250,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0250,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0251,has_policy_support,false,0.88,事件不是政策利好类型
ME0251,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0251,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0251,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0251,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0251,source_company_announcement,false,0.78,来源不是公司公告
ME0251,source_major_media,false,0.76,来源不是主流财经媒体
ME0251,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0251,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0251,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0251,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0251,management_response_vague,false,0.76,未发现明显模糊回复
ME0251,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0251,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0251,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0251,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0251,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0251,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0251,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0252,has_policy_support,false,0.88,事件不是政策利好类型
ME0252,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0252,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0252,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0252,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0252,source_company_announcement,false,0.78,来源不是公司公告
ME0252,source_major_media,false,0.76,来源不是主流财经媒体
ME0252,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0252,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0252,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0252,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0252,management_response_vague,false,0.76,未发现明显模糊回复
ME0252,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0252,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0252,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0252,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0252,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0252,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0252,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0253,has_policy_support,false,0.88,事件不是政策利好类型
ME0253,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0253,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0253,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0253,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0253,source_company_announcement,false,0.78,来源不是公司公告
ME0253,source_major_media,false,0.76,来源不是主流财经媒体
ME0253,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0253,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0253,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0253,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0253,management_response_vague,false,0.76,未发现明显模糊回复
ME0253,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0253,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0253,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0253,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0253,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0253,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0253,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0254,has_policy_support,false,0.88,事件不是政策利好类型
ME0254,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0254,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0254,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0254,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0254,source_company_announcement,false,0.78,来源不是公司公告
ME0254,source_major_media,false,0.76,来源不是主流财经媒体
ME0254,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0254,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0254,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0254,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0254,management_response_vague,false,0.76,未发现明显模糊回复
ME0254,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0254,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0254,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0254,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0254,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0254,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0254,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0255,has_policy_support,false,0.88,事件不是政策利好类型
ME0255,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0255,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0255,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0255,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0255,source_company_announcement,false,0.78,来源不是公司公告
ME0255,source_major_media,false,0.76,来源不是主流财经媒体
ME0255,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0255,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0255,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0255,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0255,management_response_vague,false,0.76,未发现明显模糊回复
ME0255,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0255,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0255,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0255,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0255,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0255,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0255,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0256,has_policy_support,false,0.88,事件不是政策利好类型
ME0256,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0256,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0256,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0256,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0256,source_company_announcement,false,0.78,来源不是公司公告
ME0256,source_major_media,false,0.76,来源不是主流财经媒体
ME0256,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0256,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0256,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0256,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0256,management_response_vague,false,0.76,未发现明显模糊回复
ME0256,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0256,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0256,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0256,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0256,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0256,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0256,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0257,has_policy_support,false,0.88,事件不是政策利好类型
ME0257,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0257,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0257,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0257,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0257,source_company_announcement,false,0.78,来源不是公司公告
ME0257,source_major_media,false,0.76,来源不是主流财经媒体
ME0257,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0257,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0257,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0257,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0257,management_response_vague,false,0.76,未发现明显模糊回复
ME0257,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0257,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0257,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0257,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0257,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0257,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0257,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0258,has_policy_support,false,0.88,事件不是政策利好类型
ME0258,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0258,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0258,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0258,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0258,source_company_announcement,false,0.78,来源不是公司公告
ME0258,source_major_media,false,0.76,来源不是主流财经媒体
ME0258,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0258,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0258,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0258,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0258,management_response_vague,false,0.76,未发现明显模糊回复
ME0258,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0258,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0258,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0258,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0258,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0258,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0258,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0259,has_policy_support,false,0.88,事件不是政策利好类型
ME0259,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0259,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0259,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0259,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0259,source_company_announcement,false,0.78,来源不是公司公告
ME0259,source_major_media,false,0.76,来源不是主流财经媒体
ME0259,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0259,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0259,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0259,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0259,management_response_vague,false,0.76,未发现明显模糊回复
ME0259,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0259,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0259,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0259,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0259,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0259,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0259,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0260,has_policy_support,false,0.88,事件不是政策利好类型
ME0260,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0260,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0260,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0260,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0260,source_company_announcement,false,0.78,来源不是公司公告
ME0260,source_major_media,false,0.76,来源不是主流财经媒体
ME0260,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0260,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0260,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0260,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0260,management_response_vague,false,0.76,未发现明显模糊回复
ME0260,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0260,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0260,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0260,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0260,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0260,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0260,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0261,has_policy_support,false,0.88,事件不是政策利好类型
ME0261,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0261,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0261,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0261,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0261,source_company_announcement,false,0.78,来源不是公司公告
ME0261,source_major_media,false,0.76,来源不是主流财经媒体
ME0261,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0261,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0261,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0261,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0261,management_response_vague,false,0.76,未发现明显模糊回复
ME0261,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0261,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0261,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0261,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0261,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0261,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0261,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0262,has_policy_support,false,0.88,事件不是政策利好类型
ME0262,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0262,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0262,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0262,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0262,source_company_announcement,false,0.78,来源不是公司公告
ME0262,source_major_media,false,0.76,来源不是主流财经媒体
ME0262,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0262,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0262,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0262,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0262,management_response_vague,false,0.76,未发现明显模糊回复
ME0262,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0262,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0262,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0262,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0262,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0262,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0262,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0263,has_policy_support,false,0.88,事件不是政策利好类型
ME0263,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0263,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0263,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0263,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0263,source_company_announcement,false,0.78,来源不是公司公告
ME0263,source_major_media,false,0.76,来源不是主流财经媒体
ME0263,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0263,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0263,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0263,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0263,management_response_vague,false,0.76,未发现明显模糊回复
ME0263,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0263,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0263,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0263,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0263,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0263,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0263,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0264,has_policy_support,false,0.88,事件不是政策利好类型
ME0264,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0264,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0264,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0264,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0264,source_company_announcement,false,0.78,来源不是公司公告
ME0264,source_major_media,false,0.76,来源不是主流财经媒体
ME0264,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0264,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0264,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0264,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0264,management_response_vague,false,0.76,未发现明显模糊回复
ME0264,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0264,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0264,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0264,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0264,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0264,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0264,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0265,has_policy_support,false,0.88,事件不是政策利好类型
ME0265,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0265,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0265,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0265,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0265,source_company_announcement,false,0.78,来源不是公司公告
ME0265,source_major_media,false,0.76,来源不是主流财经媒体
ME0265,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0265,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0265,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0265,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0265,management_response_vague,false,0.76,未发现明显模糊回复
ME0265,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0265,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0265,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0265,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0265,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0265,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0265,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0266,has_policy_support,false,0.88,事件不是政策利好类型
ME0266,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0266,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0266,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0266,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0266,source_company_announcement,false,0.78,来源不是公司公告
ME0266,source_major_media,false,0.76,来源不是主流财经媒体
ME0266,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0266,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0266,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0266,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0266,management_response_vague,false,0.76,未发现明显模糊回复
ME0266,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
ME0266,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
ME0266,demand_side_policy,false,0.74,政策未明确作用于需求侧
ME0266,supply_side_policy,false,0.74,政策未明确作用于供给侧
ME0266,capacity_policy_support,false,0.74,未发现产能政策支持线索
ME0266,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
ME0266,event_has_short_term_price_impact,0.33,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
ME0267,has_policy_support,false,0.88,事件不是政策利好类型
ME0267,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及整车主营业务或核心产品
ME0267,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
ME0267,evidence_from_authoritative_source,true,0.94,来源为国家统计局
ME0267,source_government_or_exchange,true,0.95,来源为政府、部委或交易所
ME0267,source_company_announcement,false,0.78,来源不是公司公告
ME0267,source_major_media,false,0.76,来源不是主流财经媒体
ME0267,social_attention_spikes,false,0.68,单条来源不足以证明关注度显著上升
ME0267,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
ME0267,institutional_attention_increases,false,0.70,文本未出现机构调研或研报线索
ME0267,investor_questions_increase,false,0.82,未发现时间窗内提问数量增加的聚合证据
ME0267,management_response_vague,false,0.76,未发现明显模糊回复
ME0267,announcement_contains_uncertainty,false,0.78,未发现公告不确定性提示
