doc_id,publish_time,status,model,request_id,error,annotation_input_sha256,prompt_version,annotated_at
LC-TEXT-0043,2026-04-08,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-29dadc0b10e1ae94,,f488853b347ef98fa6eb11a5a28c7384ee5260ebbdc3dccad206cfe9b5887d65,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:57:33+08:00
GFEX-WR-20260409,2026-04-09,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-ebbec191b85e7d62,,8ea5a63d670206d2b84aff60d156d538e7279305aa110144d42e94c8f401d42f,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:57:37+08:00
LC-TEXT-0044,2026-04-13,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-2effb729e9f8d938,,a9d445a9623518f999f9fa0e06fae91e227d84978d132a451f3bfdb28d171064,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:57:51+08:00
GFEX-WR-20260414,2026-04-14,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-7bd0fb3b3e6e8e1a,,717a729e184a8db98d2488169fddeadd157f3268ca7c70d396cb3ba7fea19d6c,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:58:58+08:00
GFEX-WR-20260415,2026-04-15,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-60d78cc0e6344af3,,6fb263e5a560ed506f2b681edb0279ce65aa2f0bf4fc542c75c729518a153c41,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:59:03+08:00
GFEX-WR-20260416,2026-04-16,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-fdef7fcf243b64e5,,c51394b20265ee48a5e477c0bcfa7b7e497daebaf9fe26f0aa4b6cf975618d9d,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:59:07+08:00
LC-TEXT-0046,2026-04-17,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-b39d413328449736,,e9504b6e2b967edb14eb9e8472bf27ec0adcb68a4a74a62d6d8e370b80c4baa2,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:59:25+08:00
GFEX-WR-20260421,2026-04-21,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-e7bee36d65df0aa5,,cd394d333105de404755f17949230cce6bcbe009a3f89e9625f4a368408b43aa,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:59:29+08:00
GFEX-WR-20260427,2026-04-27,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-7eb19039301bcffc,,0339b4b38fd16eb0875662bdaf5237d28d557c5d6a2263d6ceb6b2dded783125,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T16:59:47+08:00
LC-TEXT-0048,2026-04-27,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-6a6fcc48bcb4d697,,9d169855d7084aaa1e6d83911fc4c0f1c8ffbf649a34a9c408dbc6454a5f847e,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:00:23+08:00
LC-TEXT-0049,2026-04-27,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-e70a345c173b206b,,66254465919492414aa36eab6d955fc3d3e0913ece6b7d57f9fe205f7fab4b91,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:00:53+08:00
GFEX-WR-20260428,2026-04-28,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-1d68241abb4f4d53,,fb3240ba498c4445798f65a0f5edc0581e8c1815916d99f973186d0104b2b530,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:00:57+08:00
GFEX-WR-20260430,2026-04-30,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-077cfaee65b36678,,d6a3a326ee4e5c5208a0e0e6543a155f4528ed1d1d2fe424dd008c9209ef447d,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:01:29+08:00
GFEX-WR-20260506,2026-05-06,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-9fd38a8c98985c70,,5a6b0e198c17c39bba5a5b18627d761c131cacd1b5b96e9ed6e282c2026deb48,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:01:34+08:00
GFEX-WR-20260507,2026-05-07,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-efeb4ba96f6c52d6,,2dbe4a85a29ac04a285af64a4c969471809184c508b66c68428426a3727d312e,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:01:38+08:00
GFEX-WR-20260508,2026-05-08,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-1a95d065b5a8aba5,,b8427016d019f18ae240106f331f86648df3a781e36d30ae3d5228336bf1cfdc,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:01:43+08:00
GFEX-WR-20260512,2026-05-12,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-3babecbbe5b39f25,,7d7695e95bd56561d32cca303f075bc69d1ccfb8ab4614f7de96079ceeba7e3f,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:02:25+08:00
GFEX-WR-20260513,2026-05-13,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-748b267b287f810f,,29b4c9409007cd598215a53a218f48d0145d7f31aee4c7ca0ff38f947840d146,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:02:29+08:00
GFEX-WR-20260514,2026-05-14,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-b120ab53b60fca60,,b07b4964914e25d5a92734d7d6d431437afe5987e81123f016ffb5215c5440ba,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:02:34+08:00
GFEX-WR-20260515,2026-05-15,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-cd8b57273f7eae52,,213543a11c92256a9063c7680422b406f480fd32175272d4a189e9cdc9c5b1eb,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:02:38+08:00
GFEX-WR-20260518,2026-05-18,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-421bab724f7f89c9,,c0d90b8fb21cd4b85e326a56c42adeadcfbeb1d85c2e489abdf1adf1d9157489,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:02:42+08:00
GFEX-WR-20260525,2026-05-25,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-f5f3348edd9b0f01,,f2060b67e7cbef42285f46ab8c995848a521c9618325c5f9c08c897dd704dab2,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:02:47+08:00
GFEX-WR-20260526,2026-05-26,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-634f5e06b2a815e3,,41323432daebe6495cc80bbf895dba37690a10ef70ed6313555636462840e07b,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:02:51+08:00
GFEX-WR-20260601,2026-06-01,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-c60b9cc180b9b4b5,,0f6d7d749adec8a16ad62b19289fc78d443b8a098ce2ed78c07393ebf784075a,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:03:18+08:00
GFEX-WR-20260605,2026-06-05,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-1e7169c8757e4ffe,,9e014075e1ec8a0b1ff0b00d82285afa2032717a0e9f66815290a2b591e4a46e,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:03:22+08:00
LC-TEXT-0055,2026-06-05,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-6eedec21f3919f68,,d05cbf451e810a72b56ca8492809c80306ccda3ddef132b176e2a99248c7699d,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:03:31+08:00
LC-TEXT-0057,2026-06-09,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-fd11b22ae3fa782b,,75d35f5706296612efb9c29baf5ae586c729a521ef6c2dfe9fc70dcc595eea33,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:03:49+08:00
LC-TEXT-0058,2026-06-09,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-6eb29b22dd6b3986,,c393e12ad349d032c052093c14bdc0ee6875522a36b7ecc04c6be31512fb2ff9,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:04:08+08:00
GFEX-WR-20260611,2026-06-11,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-3218e17df98871c5,,b56bc6da3f5ad526fbbad0c8f98564f38cbd9eccd1899e085f219e4580da28cf,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:04:13+08:00
GFEX-WR-20260612,2026-06-12,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-bde5015ec1b986c7,,cd8f11e15dd97af22a05c91cb57df7e566aa15acaa67407462e8d9d22bea5b5d,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:04:17+08:00
LC-TEXT-0059,2026-06-15,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-d4cb1ad8217abf5b,,d428e8c3b87068ca77dd3f273c871f8fb7128f1c0a815e3c31507f5111727170,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:04:32+08:00
GFEX-WR-20260622,2026-06-22,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-4fed99757f153bc4,,bc0c8d4e25d8e7037dc25c78c358ea301d48a72cb7cf8d8690564cf989747bdd,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:04:50+08:00
GFEX-WR-20260624,2026-06-24,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-c296715e22c803d7,,8fc2aeae7cb01eb0b9f74f85610b16b2278248c2c490d2f87893154007afcd28,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:04:54+08:00
GFEX-WR-20260706,2026-07-06,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-b8a7aad7e027b8be,,e884606a348a3001a845cf3c13d448c3f30653296116633a137aa86d8cb5b55e,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:04:58+08:00
GFEX-WR-20260708,2026-07-08,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-4d695a4711d5a799,,0b2c900a3ff18d241d9444b2f5e07aa20b796d45937ee5d7bf86b5e303281478,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:05:02+08:00
GFEX-WR-20260710,2026-07-10,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-f0b33babdf6683ab,,8c82b99449db6000ab1ec8a960ef197df3524607b9fdc573a8318e4ef039e7a1,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:05:05+08:00
GFEX-WR-20260716,2026-07-16,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-779eecf20df24f23,,617e0a1b18ba1f0ec3d30951647bebf4a6bd4450a694678cf096eb3703b5307a,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:05:09+08:00
GFEX-WR-20260717,2026-07-17,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-e7c85edf0bf0be3d,,fbcd629f8c4e9dbc8324b5ccae0c54304bafd1b328030925f919102c598229e7,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:05:14+08:00
GFEX-WR-20260720,2026-07-20,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-20447e9a9e1aac46,,9753f3ddd86e40930b8ccaad9cd897c9c1c3ef1f44718f0bc6843cda6c8eec27,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:05:18+08:00
GFEX-WR-20260727,2026-07-27,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-7ff52cf2ba99da3f,,949b5e266cd11fb41bcadb445c25989b8580803fb1ab639ea766f62f59ffdc1f,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:05:22+08:00
GFEX-WR-20260729,2026-07-29,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-14abefb56bdd6136,,ad6c9712382ea9b8434bb5f19b99e4563bd07c1d53ad34cd6445c092b1b09f91,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:05:26+08:00
GFEX-WR-20260731,2026-07-31,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-b934b38a2969f18c,,df4e9ae802d7326bd8cd73dfef5ce1bce4634ab4e86d5a13d088ffe7f1907890,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:05:30+08:00
GFEX-WR-20260803,2026-08-03,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-6cb3c79b1a0e3fdd,,045153a4e0a19e5d95f19d99a79af789018d1c3516ef9e8688ebee1a9c8133d4,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:05:35+08:00
GFEX-WR-20260804,2026-08-04,accepted,Qwen/Qwen2.5-0.5B-Instruct,local-87c10d23059cd8a0,,8e7674049f9fba250d3225626a337f5d14f04563a8f56c0adce7bd9087615360,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:05:39+08:00
LC-TEXT-0012,2024-12-26,rejected,Qwen/Qwen2.5-0.5B-Instruct,,Unterminated string starting at: line 1 column 900 (char 899),5ed386581daec1f9be90b7513de6b28ed65f0ce0b8fd63a03f4a2b922d8aceae,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:33:24+08:00
LC-TEXT-0015,2025-01-17,rejected,Qwen/Qwen2.5-0.5B-Instruct,,Unterminated string starting at: line 1 column 1036 (char 1035),490d3f196c257683ee9c01fddd35c3ba262a1ed5a7d4fccfbb55a0cb7512c6f2,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:33:44+08:00
LC-TEXT-0018,2025-04-12,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,未在冻结信号清单中；仅恢复历史拒绝状态，不伪造原始错误,a5bb82e891a49667b5d3d112b30288636fe80bd87ebd11fa679a740b29c75ffb,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:38:15+08:00
LC-TEXT-0019,2025-06-13,rejected,Qwen/Qwen2.5-0.5B-Instruct,,"Expecting ',' delimiter: line 1 column 138 (char 137)",2698e50b91333771d3b6a966cac0e0a95c33f2bf79f10480e7d111a7dac0e732,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:34:16+08:00
LC-TEXT-0021,2025-08-27,rejected,Qwen/Qwen2.5-0.5B-Instruct,,Unterminated string starting at: line 13 column 59 (char 933),fe13a559f2b1fa635223c9c4e00404555a2ab8d0a11a7450b990c0963a820cfd,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:34:38+08:00
LC-TEXT-0023,2025-10-09,rejected,Qwen/Qwen2.5-0.5B-Instruct,,Unterminated string starting at: line 1 column 133 (char 132),2f67fe8d6f324b7c1a6bcba1c5ce2633b2296cf1e4e4819c6535b3c3230e1b8a,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:34:58+08:00
LC-TEXT-0026,2025-12-16,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,6c9ff3180ed385178eb99d18813524383f74e13392e5497b294f687f0fc16652,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
GFEX-WR-20260113,2026-01-13,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,3bd717d0cf0799b6003690f6f739b212d5cf189fcf10471d7d8f1d2dbdee9326,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0029,2026-01-16,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,843f5d2fb6e7d1f4bbdac70087578c7aeb82a4e498bc09f8a9501afb3b8f1295,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0031,2026-01-30,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,4ded6dd9d65897cd262feafb4aebba9685ebf77d59bfe606f841bf44d0144476,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0032,2026-01-30,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,d055f7cb53aab0f947b0f9e307bd2a3989c9eec183a764dbc4053b5cb3f8cfc2,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
GFEX-WR-20260203,2026-02-03,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,a5c1699371601ccf565265e17fab7cf88f53380fad5eda9d2d9b0d3ebb878f3a,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0035,2026-03-03,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,2afa8206ffe9ceafa2563cdb4d1934208298cde3025da8cf2d8589d658a180b0,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0036,2026-03-03,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,768297249a66ce1311038b31a720d9b6280241ff51947e5a380d9059b48744eb,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0037,2026-03-06,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,7b2e2a0ed6a6437abc65ab3e90ffef4e8ccc8f0f74009818c366ba6cb76f0efd,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0041,2026-03-27,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,5b2ae1cf7c9a6ad62e173c52cb355a520d3094d66b3205311cd4a69aab403be3,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0045,2026-04-13,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,a69fca51c002dfbcae50966655b3502e5f0d49b7ccbb2024a454432f7633a204,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0047,2026-04-21,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,367e0d21bec16eaee7519e47e0c18ccaee355c58730159c7ce7bd4e654cf39d3,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
GFEX-WR-20260424,2026-04-24,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,c5c5077b08bdce040b2a0d7efc1bbd0913f8d1b912cf6ceb98f92ade725e509f,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0050,2026-04-28,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,465c589d9e0383dea1d25a3f2a56a323253b3b989b474e63fb14b6234f36162c,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0051,2026-05-09,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,8ed3b30fe228b91ce1c4efedbb0bbb5cb24f59631ffa05f29c88ae4835c1bcef,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0053,2026-05-27,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,bb90515b28413a90bf9b5f593bc69d3ced9e5e9c2ff7eee9c562c1f6a17ac828,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0056,2026-06-08,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,5e64f3d33d68e28f84daaae0df59f868c97197f03ee4aa9a3304d38cd03f1811,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
LC-TEXT-0060,2026-06-18,recovered_prior_rejection,Qwen/Qwen2.5-0.5B-Instruct,,历史拒绝记录在中断写盘中丢失；仅恢复拒绝状态，不伪造原始错误,33a53994be76dcced39895630f48b8eff8c2d0e9e929e6ec37da07eb30319bab,local-qwen-two-pass-v5-balanced-warehouse,2026-08-14T17:37:26+08:00
